Accomodation_Type,Any_Relationships,From_Dummy,Household_ID,Resident_Count,Ownership_Type,QID,Census_Address,Census_Address_Postcode,Census_Address_Country,Census_Address_Indicator,Resident_Count_verify,Other_Address_Count,Other_Address_Count_verify
3,,0,h14396204700312598,2,1,q8091793045037140,"Studio 92
Morris branch
Port Stephanie",E3C 4LB,922,220768349665,2,81,81
6,,0,h99070869211320157,1,5,q7283136591673957,"Studio 9
Williams lodge
Lake Kirsty",BB3N 3SH,955,682520062009,1,95,95
-9,,0,h62869192462559949,5,3,q8444191787013285,"7 Murphy isle
Dixonburgh",LS23 0EB,302,112057380052,5,14,14
-7,,0,h36848458895065420,2,4,q7427924327546704,"11 Steven common
Rossland",BB98 4FG,408,145144564226,2,22,22
2,,0,h46991192102451905,2,1,q7137876309054004,"97 Bennett keys
Johnstonstad",N11 7PQ,420,618170197389,2,67,67
7,,0,h14528417933914350,2,-9,q7323637613727526,"6 Campbell vista
Lake Josephine",S81 7SU,498,139754731382,2,4,4
-9,,0,h21375356645239547,1,4,q8508710039521048,"239 Ashley plains
North Glennmouth",FK7 1LL,375,552281897946,1,30,30
6,,0,h65553380995376673,2,-7,q5323840063200770,"Studio 02M
Jasmine glen
West Sandra",G88 1AW,782,68336010896,2,54,54
-3,,0,h22340292055705104,2,-9,q5261579406449456,"Flat 16
Mills meadow
Port Anneton",HA6P 8SF,641,382997914164,2,61,61
-9,,0,h80801603047825951,4,5,q9221352071621628,"Flat 2
Heath spurs
New Carole",W9 8DN,878,266629487232,4,84,84
5,,0,h53538733798343272,1,1,q3315892522744715,"5 Robin expressway
Leeport",ZE59 7SH,513,811723589730,1,24,24
3,,0,h35132415723009524,2,5,q8862789745729068,"Studio 6
Janet brooks
Keithshire",SM4 6XH,737,393687783731,2,88,88
7,,0,h70578392481071149,2,1,q7214182997117923,"Studio 28
Kenneth spring
South Timothy",TN4W 5XA,350,51127737880,2,24,24
-3,,0,h36576915010964315,1,5,q1761996013276335,"52 Geraldine lights
North Jamesborough",B98 0XD,556,929204345683,1,40,40
-7,,0,h92879596929932349,2,5,q2788526011862998,"Studio 09i
Leigh manor
South Suzanneton",CM47 3DF,528,752664987514,2,4,4
7,,0,h21911119996951431,1,4,q4344510888212944,"018 Marion court
Lake Albert",IP52 5AB,581,482598484348,1,17,17
6,,0,h94736110101594321,2,-9,q7343482278924275,"244 Smith crossing
Robertsmouth",E9B 2JS,634,313366255339,2,18,18
6,,0,h12780663642358261,2,5,q3959556521482262,"933 Dale causeway
Geraldineburgh",YO3 8YN,599,97661386523,2,24,24
7,,0,h99360674329637174,4,-7,q3956915618195327,"24 Davies centers
New Henryland",L98 6DF,136,217099784352,4,0,0
-7,,0,h93474155769634716,1,-7,q2904801470569267,"Studio 24
Roy shoal
Juliantown",SR1V 1RJ,567,801159887866,1,53,53
4,,0,h85687711542417413,2,2,q4095911321498027,"Studio 0
Emma light
Jemmaberg",UB6 8WH,880,845699313272,2,39,39
-7,,0,h29704318546941758,2,-9,q6151888618585206,"Flat 22
Gould estate
Morriston",B43 8JA,770,789533937989,2,37,37
1,,0,h63524817855689724,2,4,q4319952660585285,"Flat 4
Davies island
West Sallyberg",G0A 4PP,677,847905602857,2,93,93
7,,0,h56561371353908478,2,3,q7434125144602284,"423 Hancock causeway
North Martin",N54 2LB,126,464478502717,2,66,66
3,,0,h32128149580686602,2,-7,q2223116730079118,"26 Burgess trafficway
Danielletown",W47 6TY,977,107045209821,2,82,82
7,,0,h74967314675205652,2,-9,q5195760693462028,"Flat 22V
Walters tunnel
Foxbury",RM7V 7XF,110,352280313273,2,39,39
7,,0,h72159999592234460,1,4,q1057301270723737,"Flat 87B
Nathan track
Evanshaven",W72 5YL,162,338791862566,1,69,69
2,,0,h34973967341965337,3,3,q9943368780261762,"28 Roberts loop
Port Christian",N2 2FD,927,328198315443,3,37,37
7,,0,h91334363176573405,1,-9,q4829249440303268,"7 Johnson prairie
Thomashaven",WC3 5EN,734,892745853202,1,54,54
-9,,0,h78662941136153421,1,-9,q6260712067424021,"8 Howard port
West Alex",L9 2WX,537,794610993721,1,12,12
4,,0,h17631275309854444,1,4,q5025813451544871,"Flat 49g
Barnes lakes
East Harrymouth",W7E 8WS,254,304718652625,1,73,73
-3,,0,h19400239851541424,2,3,q8683046584179554,"Flat 6
Cameron way
East Leighhaven",FY9 1YA,225,510821757870,2,89,89
-7,,0,h30397986198700778,1,-7,q4909118594901805,"56 Vanessa isle
Hallland",L55 7GX,456,754357637562,1,22,22
-7,,0,h89864468358341560,4,-9,q7220924873639828,"250 Kirsty course
Hannahland",B0D 5SX,714,775272150631,4,25,25
3,,0,h45742749810221448,2,-7,q3447998332534163,"Flat 0
Williams ridges
Cliveport",ME6H 6RX,281,459956987525,2,5,5
6,,0,h82746327399300798,2,-7,q3629364714565577,"Studio 4
Hayes canyon
Cookeville",M46 2GX,111,558377364681,2,38,38
1,,0,h82113278664619174,4,1,q7163260684069068,"652 Cameron plaza
Port Stuartshire",L2 5HU,652,125301514673,4,50,50
3,,0,h92252383440565762,2,-7,q2243437778900685,"5 Gerald corner
North Andreaview",GL6 9FA,572,838683402312,2,22,22
4,,0,h72026886554531900,4,1,q6010801096937094,"Flat 2
Shah lakes
South Danny",L65 7PL,270,154330272385,4,44,44
-9,,0,h90826182794262172,2,-7,q9113944266805188,"6 John stream
Davisbury",G46 4FZ,363,700046868023,2,73,73
5,,0,h25202237118517752,1,1,q3665007999220013,"05 Grant vista
North Owenstad",AL17 3XE,915,215831244329,1,92,92
7,,0,h52886870785761604,2,3,q5962357462712908,"Studio 2
Katherine track
Port Alexandra",B1K 2LU,559,832920126636,2,81,81
1,,0,h13906448564028774,4,5,q5864310038341982,"17 Aaron common
Gordonfort",W72 8ZZ,742,788665770993,4,64,64
7,,0,h43875039871933801,4,1,q7295908653802106,"3 Martin mill
East Denisfort",M8 4ES,827,472222686079,4,87,87
6,,0,h72208047883831838,4,2,q3993138806236024,"90 Amy dam
East Carolyn",HP3Y 6PL,286,982501965344,4,31,31
6,,0,h78519452058126092,2,5,q8273375812760577,"6 Douglas square
Benjaminport",KT64 9WA,454,271457769617,2,61,61
-9,,0,h44919920686350713,2,1,q5576483177043424,"42 Ward drive
Lewisshire",S7 3UU,621,182284860592,2,71,71
-9,,0,h35417158897229057,1,2,q8257999937381420,"Studio 59
Jane neck
West Harriet",B4H 9PU,833,273380149775,1,90,90
5,,0,h26934872566297585,2,4,q8048039935606613,"Studio 71
Patel island
Barbaraville",M3 1NL,846,902130938292,2,29,29
7,,0,h79077708624213288,2,3,q1345706485913807,"81 Fletcher springs
Simpsonview",RH5 6EW,771,460080889824,2,83,83
1,,0,h65207362980743548,2,-7,q9233008397033371,"Flat 3
Alexander falls
West Laurenborough",S4H 9EG,534,175747828120,2,4,4
6,,0,h57386987767580134,2,1,q5587972864246275,"Studio 62y
Powell locks
Russellfort",IV81 1EZ,399,828689427086,2,76,76
-3,,0,h58849988459021375,1,2,q7399435015238815,"Studio 09A
Parkes village
Swiftville",WA87 4WQ,616,981292120217,1,96,96
4,,0,h78474435355687719,2,-9,q9110660124986286,"Studio 7
Annette key
North Robert",W47 4RZ,313,363618474993,2,86,86
-3,,0,h34505847316098333,2,2,q2876452313771098,"8 Cooper meadow
Port Owenborough",HS44 4LE,426,14841745586,2,1,1
-9,,0,h25500241481198957,1,5,q6327115449132310,"0 Moore unions
West Jakebury",M6G 4PS,627,646441336780,1,74,74
-7,,0,h19125578758252968,2,4,q7217865426209134,"92 Abbie manor
North Shannonport",M1 1RL,872,970376244030,2,53,53
4,,0,h73120602351369660,2,-9,q2408207358266043,"26 Evans mills
West Jemma",W7 1WE,495,891298436873,2,87,87
5,,0,h84841631525992962,2,2,q5212799268883966,"84 Sharon cliffs
Patelmouth",G7U 3UH,854,374010147314,2,4,4
7,,0,h93855195114119345,5,-9,q2280884161038424,"Flat 9
Katy circles
Whiteheadburgh",B40 2GN,122,92128134835,5,54,54
5,,0,h39817308196853302,2,-9,q7220480149893526,"Flat 30L
Smith drive
Bradleyton",L7A 4FD,874,583451031854,2,13,13
7,,0,h26631013499649210,2,-7,q2628851941357608,"1 Sanderson union
Aimeeport",ME6 9RR,882,14178447790,2,85,85
5,,0,h28623460731515595,2,4,q5195181183293691,"Studio 6
Elaine ridges
Irenehaven",G50 6UU,921,440693621995,2,82,82
-3,,0,h63566619611849502,2,5,q4171609189866156,"Studio 6
Eileen lights
Port Mohamedville",N2H 0TG,899,720833124705,2,72,72
-7,,0,h78284208486828281,2,-7,q5473233713180972,"53 Owen plains
Lake Mohammedchester",G5 2WN,854,936280581523,2,46,46
5,,0,h42435409974379244,3,3,q3174823498290345,"Studio 29v
Gemma grove
New Melissa",KY8P 4SY,191,316617181052,3,28,28
4,,0,h11630998639555428,1,2,q6136474573952041,"Studio 10q
Beth islands
Sarahbury",DE9 7GE,448,63105227944,1,30,30
5,,0,h51568855798001271,5,-7,q7269586508759235,"272 Lee orchard
Thompsonfort",RH13 6LW,528,914666008103,5,74,74
3,,0,h40159881939717903,1,1,q5496658211654810,"Flat 6
Evans garden
Carrbury",E4B 6FA,432,15483427818,1,4,4
-7,,0,h54670898204889724,2,5,q7755477590824227,"68 Charlene lodge
Smithburgh",L1 2BE,970,181652269015,2,30,30
7,,0,h14080217426641391,1,4,q8069825474243921,"00 Morris trail
Lake Victoriaview",G61 2DU,243,550333368662,1,64,64
4,,0,h92397289479076231,1,1,q4262792132901011,"Studio 7
Abbott village
West Maxport",M9 4BH,251,988390761582,1,89,89
-3,,0,h78941187702105299,2,-7,q2533675033489575,"Studio 8
Walsh club
Rosemaryhaven",BS4B 5SY,478,676107075841,2,74,74
7,,0,h78958470247912556,2,4,q9750963820797449,"0 Adrian gateway
North Donaldshire",M7J 2XB,196,844561152481,2,14,14
2,,0,h61580915135456905,2,4,q7967331072667866,"7 Daly river
South Cheryl",ZE0 2PX,746,861641188972,2,63,63
7,,0,h63531846990200262,1,3,q3955897513771240,"Studio 9
Edward islands
North Stuartport",N3A 5XW,114,601902529362,1,25,25
7,,0,h17307710041534926,2,-9,q1050016232303785,"Studio 91l
Terry lane
Burtonland",CB9Y 4LP,937,262680466234,2,68,68
2,,0,h10429983651893408,5,4,q5982499403378744,"48 Smith valleys
South Michelle",M33 4YQ,860,865381174242,5,8,8
-7,,0,h19730720342999347,1,4,q7835162404487246,"0 Beverley locks
Leonport",EN3V 0YL,460,181617679474,1,3,3
2,,0,h97235042450120600,1,4,q5735415356924599,"Studio 0
Atkinson views
Port Georgiastad",M25 8YP,292,692817716287,1,79,79
2,,0,h84102405989285102,1,5,q5920548297552547,"12 Parry prairie
Millerton",E0 3HQ,879,980317488527,1,85,85
-3,,0,h67997653866422092,3,3,q2873632854886231,"17 Brown parkways
Owenston",N4 1YL,800,945472773281,3,98,98
6,,0,h73524498453476149,1,3,q7161641442032985,"Flat 22K
Patel drive
Brownburgh",N6 0XY,116,517277603856,1,79,79
5,,0,h83820301668089308,2,1,q7568868334642136,"Flat 52N
Chloe street
North Kimberleyville",G1H 1AW,569,510527045220,2,8,8
1,,0,h42588078435110327,5,3,q7565173808563784,"Studio 4
Evans squares
Hopeview",S1 2FF,292,666721776782,5,23,23
6,,0,h28897496055728869,1,1,q1093481835342363,"Flat 5
Bradley unions
West Patrick",W9H 6ZW,949,67759470219,1,49,49
-9,,0,h98298460105957003,1,5,q3076863126077790,"Studio 3
Marcus spurs
West Joshuafort",RM3 2AA,791,738827654790,1,77,77
2,,0,h72109757006278674,5,5,q2037561032749791,"2 Amelia cliffs
Nathanmouth",W6 9WQ,323,393860038205,5,50,50
2,,0,h12107634961524404,3,5,q9338156961470641,"7 Joel flats
Rhodesborough",LD4 5TU,286,256376539003,3,43,43
6,,0,h67271720566825809,2,-9,q2633675156965137,"Flat 92k
Cox harbor
Lordville",EH7 1XR,423,953123641358,2,75,75
7,,0,h81893582625603023,2,-9,q6583919669581215,"8 Rachael road
North Lucy",TQ86 8PN,268,533906696130,2,77,77
-9,,0,h62899867432144152,4,3,q4740729241293588,"05 Elliott green
North Dominic",EH95 1WS,521,85524219689,4,51,51
-9,,0,h53054369517017356,2,-7,q7858250536217432,"303 Kaur mountains
Greenstad",SA69 1TZ,325,872450487283,2,35,35
-3,,0,h73245418790389295,1,4,q3606351743905578,"979 Marshall squares
Port Annefurt",DA7 6XW,770,307672429508,1,71,71
5,,0,h59039069467229409,4,5,q9951978308828312,"Flat 80
Young ports
Leonstad",B9 3LG,639,321942398904,4,44,44
7,,0,h57005219536514911,2,5,q1178474628360152,"36 Lambert coves
Tobystad",S1 8DD,298,978866680711,2,87,87
-7,,0,h12950939872767405,1,-9,q6961458344821989,"8 Stuart village
Lake Marcusberg",G79 0XY,261,652314945946,1,78,78
4,,0,h12855023189720813,4,4,q2573269158203107,"742 Charlton views
New Amberland",G9K 3PD,845,547836723404,4,64,64
5,,0,h97127591779349331,1,2,q9192518733191561,"96 Carole summit
Jayberg",BA6P 0EP,708,595917720639,1,57,57
3,,0,h53515214234356333,1,-7,q4524858899522680,"Studio 9
Morris club
Port Fiona",NR4V 5SY,540,815892266066,1,88,88
4,,0,h31487642142683773,2,3,q9870048524533060,"66 Henry shoals
Port Kelly",W9 9NJ,172,441199278359,2,56,56
-9,,0,h10191919519382021,2,2,q4876098848952554,"Studio 90R
Harrison pass
Jonesmouth",BL5X 2ES,218,943752713145,2,47,47
4,,0,h51217737817664941,1,-9,q5123651485397114,"64 Murphy wells
Chapmanmouth",M24 1PA,705,597494329666,1,65,65
-9,,0,h51094671332297881,2,4,q3444383074864143,"188 Molly forges
Barbaraville",E22 6QG,304,446253794927,2,4,4
-3,,0,h80110765976388045,2,1,q7528051354999851,"Studio 40U
Reece pine
O'Brienburgh",NN1 6DP,325,783936859542,2,39,39
1,,0,h90190660001186221,1,3,q4417405288165876,"Flat 66P
James meadows
East Terry",L3S 6EB,328,454691451713,1,0,0
-9,,0,h44523446938863858,4,1,q7549575023870697,"Flat 23
Yvonne drives
Juliehaven",OX5 3AU,597,713213533453,4,67,67
-3,,0,h59797707263134634,4,3,q2756444927297743,"Flat 64C
Jack landing
New Leonardfurt",SA12 1TN,869,172246240619,4,8,8
7,,0,h84785757538753783,5,2,q2037015353371919,"0 Davis estate
West Georgiastad",SL2 1TJ,465,590937779549,5,46,46
5,,0,h43777249675677643,2,3,q7239983206317861,"02 Toby hollow
Oliverbury",DE9A 4EP,878,941641059415,2,40,40
7,,0,h61559234080038352,5,3,q3459428832945065,"Flat 99n
Gill lake
East Vanessa",G9 5YL,548,67584572055,5,49,49
-3,,0,h26457515848919183,2,-7,q4551205326690420,"088 Mason trafficway
Youngport",G0K 3PY,561,134920186449,2,35,35
4,,0,h55979884011188322,1,-9,q1077041421623301,"7 Smith mews
West Jenna",W99 2TX,272,853524867289,1,27,27
3,,0,h68927951626374182,3,2,q8461242878665918,"6 Hopkins stravenue
Port Sandraburgh",B2 8QH,639,347534742712,3,50,50
7,,0,h83303026017084562,2,5,q8593324197483596,"Flat 7
Lloyd keys
Ruthfort",W6 3LL,818,464239624230,2,15,15
5,,0,h20846688960095960,2,-9,q9882081716322447,"Flat 5
Smith keys
Pickeringmouth",S6E 1SN,827,385485468709,2,39,39
3,,0,h37551852178811665,4,4,q1700724516033327,"Flat 56L
Butler walks
Kennethborough",UB38 1EH,783,276424061599,4,98,98
7,,0,h81832472297606870,2,2,q4091986382256698,"968 Pamela via
O'Brienview",G9H 1TU,842,165235637644,2,25,25
7,,0,h18905998979068327,1,-9,q3967826562638945,"17 Webb parkway
Lake Stephentown",IG6V 1XJ,137,257472541705,1,34,34
6,,0,h92552219134675226,2,2,q4282647387427430,"27 Alexander inlet
Denisebury",AL46 9SW,603,663278454432,2,3,3
5,,0,h12814079749953312,5,3,q1299621058652500,"6 Moore ridge
South Edwardmouth",B97 3ZE,622,84583724319,5,84,84
-7,,0,h88428364161293493,5,-9,q7994744350083458,"51 Tom motorway
Fletchermouth",W5 9PA,120,812056781759,5,5,5
4,,0,h77848929841016404,2,4,q4010162568689095,"Flat 89C
Cooper stravenue
North Phillipview",E65 8JZ,241,294452467182,2,13,13
1,,0,h48978558875696519,2,3,q2059215443489814,"7 Barker plain
Marieton",L6B 8HJ,816,921599072392,2,10,10
3,,0,h13527688019403385,2,-7,q7834720599440986,"Studio 6
Johnson stream
North Malcolmberg",G2 4RW,297,97468664519,2,19,19
1,,0,h18774966747841607,1,5,q7020658672690134,"588 Jones islands
Brownton",L5A 9PX,239,210338176628,1,32,32
-3,,0,h44448870757841349,1,3,q8670543414933202,"17 Robinson place
East Katystad",E31 3AJ,841,183797639744,1,55,55
3,,0,h37729982768977853,1,-9,q6774402109274299,"3 Pope terrace
South Christinetown",W7 3UU,934,269061778234,1,11,11
-3,,0,h26617986271277129,2,4,q3814345238450313,"Flat 2
Reeves trail
Fostermouth",E3G 1PZ,458,499131208310,2,78,78
2,,0,h57804410747226039,2,3,q8849839964445417,"4 Wilson ports
North Stephen",N01 2EQ,904,382621416088,2,34,34
4,,0,h57247027680689665,1,1,q1615809357254717,"01 Miah wells
Rogerport",BR0 0UU,143,790183780255,1,10,10
4,,0,h10909985521151035,2,-7,q2353084412200070,"630 Joel avenue
Lake Christopherport",W49 1DN,596,658659949152,2,23,23
6,,0,h47219377025543558,5,3,q6350015428608521,"Studio 73b
Morgan plains
Carolemouth",EH3V 8UY,177,27513962717,5,0,0
-9,,0,h59500533005374439,2,-7,q6963126071314451,"0 Gregory way
Armstrongfurt",KT42 1WZ,637,51738887587,2,22,22
5,,0,h54182003204181840,4,3,q8132740997370660,"437 Katherine fall
Lake Wendyhaven",WN6 4BY,857,583546749392,4,84,84
-9,,0,h72956616723903833,4,-7,q9786443232503181,"31 Carl station
New Lydia",WR44 5UW,433,685789882890,4,70,70
4,,0,h26071659092009772,2,1,q2602199927433670,"Flat 31b
Sykes court
West Cliffordport",B75 6GD,178,162924840649,2,17,17
-9,,0,h95422544303248395,1,3,q4556596345999136,"Studio 7
Trevor mews
Bakerchester",EC8 1WH,766,329045085158,1,83,83
1,,0,h83899937058854823,1,4,q8062712192377337,"Studio 13
Allan wall
Parkinberg",DN1 3JX,926,105788362329,1,1,1
4,,0,h52416660640827908,3,4,q8439576781209412,"5 Sharpe glens
East Matthew",G60 6HW,634,268918835067,3,98,98
2,,0,h60503130573833550,2,2,q4888069067365040,"882 Gemma stream
New Ameliamouth",ST7Y 5RF,787,807835122188,2,88,88
7,,0,h24734020544346930,2,2,q7191565322182558,"Studio 9
Hill cape
Daviesborough",TF47 3PR,756,371114228332,2,22,22
5,,0,h53185001784203964,2,4,q4091921010523894,"Studio 1
Davies brook
South Mohammadmouth",L3S 6FY,102,131203225566,2,9,9
7,,0,h43772950705313989,1,3,q4224986627459933,"90 Joan common
Port Leighmouth",L55 3QZ,132,740682189501,1,88,88
-7,,0,h21453455158130444,1,1,q6453710648257334,"753 Anne curve
Duncantown",PR0X 1ZA,140,121208235011,1,48,48
1,,0,h79538016806089924,2,5,q6460292089924393,"005 Smith plaza
Nathanview",G1S 0DX,832,972147050215,2,57,57
4,,0,h78950447176925570,2,1,q4713779391754216,"96 Matthews tunnel
Robertsstad",BD1X 1EJ,525,745050893130,2,58,58
-7,,0,h67964339057261723,2,-7,q7439096517531059,"8 Francesca lodge
Johnsontown",LU94 4PR,238,946392402095,2,80,80
2,,0,h77073795065759929,2,-9,q5564381647465005,"45 Hudson center
Lake George",LU3N 3WD,985,697506793346,2,1,1
6,,0,h15221245684801470,3,5,q2767185816586028,"1 Pearson station
South Barbaraton",NE6 9LD,718,149951416412,3,94,94
-3,,0,h55352089591534692,1,3,q9259902688161154,"4 Clark neck
South Lindsey",TW7P 3NE,533,490216667908,1,17,17
4,,0,h52297478730145310,2,-7,q3788366499134617,"Studio 93
Jill branch
Joycefurt",L23 9HJ,718,145265106659,2,58,58
1,,0,h32148930523277887,2,-9,q1862562649148131,"Studio 9
Hunt forges
Lake Shaun",B7 4HE,801,587313196422,2,96,96
5,,0,h56794253090156529,2,2,q4057289469703706,"94 Caroline ridge
North Nicoleburgh",SW8 4WA,772,551797334084,2,3,3
3,,0,h46721273932252870,1,5,q1935330404951976,"8 Jacqueline fords
East Leahport",EH7N 2TL,473,447463266895,1,19,19
6,,0,h48768576300333777,2,2,q5817896533992705,"061 Dawn canyon
Lake Gerardton",B05 6RS,783,564223119741,2,21,21
6,,0,h25425410824757210,3,-9,q7298886449145630,"Studio 40
Georgina estates
Lake Eleanor",M0 8JZ,367,474447788600,3,70,70
4,,0,h46558941856895350,3,5,q1790006391438391,"Studio 77
Susan inlet
Port Maureenbury",CF35 5LA,204,414089527617,3,81,81
7,,0,h83507974562931601,5,4,q9468590133812171,"37 Walters hollow
Huntland",LN16 3XU,961,470428499650,5,87,87
2,,0,h74055666844139126,4,-9,q4373975975050758,"29 Alexandra burg
Coxmouth",KW46 1JY,639,447619912367,4,18,18
1,,0,h15601591615351173,1,-7,q3060892704654355,"26 Holmes road
Port Mohammadmouth",W1 4JS,962,444975183773,1,61,61
3,,0,h65871891798889017,2,1,q4222680689434686,"467 Hawkins trail
North Martynhaven",PR9 4WQ,947,944844262713,2,5,5
5,,0,h50677154687188955,2,-7,q3050167847027434,"Studio 2
Charlotte springs
West Martynhaven",DY23 2FU,480,765232507770,2,32,32
2,,0,h70550323472500655,2,1,q6654169857525125,"22 Davies summit
West Olivermouth",M4U 9ZR,677,835317329377,2,21,21
3,,0,h29744232959131327,2,-7,q6907721266276332,"Studio 2
Rowley port
South Karenland",SY36 9US,212,687664673204,2,93,93
7,,0,h45072136721876725,2,1,q6296264987550314,"33 Nicholls brook
South Deniseborough",ME1H 2DT,562,419806169295,2,62,62
-7,,0,h85046757743763055,2,4,q8719795348542548,"Studio 8
Turner burgs
Blaketon",M4J 3LA,154,595338644765,2,85,85
5,,0,h51470446307308572,5,-7,q2869965885501606,"Flat 60L
Harry tunnel
South Gareth",DY7W 1NA,662,368515213455,5,71,71
-7,,0,h82304461678707700,3,5,q2262726556704394,"026 Lynch underpass
Karenview",G5U 2YJ,193,129335110362,3,54,54
5,,0,h55940989269315251,2,1,q4873361019970193,"4 Gibson way
Davidport",RG20 8FJ,838,61403606522,2,12,12
5,,0,h10425596839957423,1,-7,q7943659403676023,"Studio 25C
Morgan plaza
Dawnfurt",LS2R 2LW,476,869768308648,1,0,0
1,,0,h64867203218080857,2,-7,q9366291237783230,"18 Jackson mews
North Jessicaton",DG34 7FF,497,5348498491,2,72,72
4,,0,h34666565501549369,2,5,q2112015855680196,"Studio 79K
West rue
Jenniferburgh",DE4 4WE,255,925670595391,2,83,83
-9,,0,h83262494412177656,2,3,q2472267228640951,"Flat 00
Gordon stream
Cooketon",BA7M 5ST,593,166186077013,2,73,73
6,,0,h16348264860020763,2,-9,q5731793592567747,"Studio 1
Denise route
New Connor",G53 7XQ,179,987719600297,2,41,41
-7,,0,h21666193149642085,2,1,q8412695509368496,"Studio 97
Emily mills
Lake Judith",EX3 2RA,912,921929999497,2,90,90
7,,0,h73664188235362221,5,1,q7918169057410670,"0 Fox circle
Deanhaven",PR9 1FS,534,504259883799,5,47,47
4,,0,h77665814174849770,2,3,q9467988500033272,"366 Sheppard fort
Fowlerburgh",S8J 2BU,654,769633148356,2,63,63
6,,0,h46340884831059463,1,2,q7970529746349319,"Flat 45B
Anderson greens
Port Josh",OX0 7BG,580,842074350857,1,77,77
2,,0,h78100125263041213,1,1,q5701240039182926,"Flat 62
Price run
East Anthony",YO30 9SX,115,5381614466,1,89,89
-3,,0,h97201063926333788,5,1,q2355274448152333,"622 Doyle road
Geraldburgh",EX3R 8QN,162,685810138123,5,12,12
2,,0,h18375707786616903,3,1,q8205267040464671,"Studio 15d
Clive stravenue
North Sian",DD5E 9BY,193,551744489822,3,74,74
5,,0,h63209944568240842,2,5,q9450757371193116,"60 Morris road
Johnsonfort",S1H 8GZ,469,348960953486,2,9,9
7,,0,h90415179888157539,2,-9,q5080873682779632,"Flat 70U
Hayes ridge
Hawkinstown",NG24 3EQ,606,307943153214,2,69,69
-3,,0,h94611620873944348,1,-9,q8466882535349452,"840 Davidson roads
North Dylanville",B40 7GA,432,266374733643,1,70,70
