Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_Address,Household_Address_Postcode,Household_ID,Household_OA,Household_UPRN,Number_Of_Usual_Residents,Ownership_Type
-7,,0,"730 Katy branch, Lindaside",L2 6AB,38472676589232810,E00120033,215006879872,2,2
4,,0,"743 Kent drive, Davisfort",PO1V 3SD,68856793582510310,E00164536,910491637380,2,-9
-9,,0,"Studio 11
Vanessa creek, Paulamouth",SO39 0LG,94663121556740005,E00164065,475126884136,1,1
2,,0,"Studio 17
Roger fort, AnTrewsmouth",NG06 8SY,52044040667266738,E00165351,256774063931,2,-7
7,,0,"72 Davies stravenue, West Joanne",DY99 5AU,18156715401562879,E00037133,167845349090,2,-7
3,,0,"6 Morris station, South Matthewshire",HG8P 6BZ,61003449906793579,E00037358,709328803734,1,2
2,,0,"Flat 87
Amelia springs, Port Tracyhaven",-9,54681985488460140,E00119850,521242633450,5,-7
-9,,0,"Studio 23
Scott coves, Port Graemebury",DT36 4LA,43840747803404837,E00142022,601427928127,2,-9
1,,0,"258 Lloyd path, Wattsville",SY11 9XP,77978548441365777,E00165385,745045959519,3,1
6,,0,"Studio 1
Mohammad shoal, Port Amy",M4K 3NX,75368860263645709,E00165599,359166807912,4,-9
-9,,0,"98 Kathryn landing, Mohammedmouth",TR8E 2FU,32110470795447478,E00164041,813758399505,2,-9
5,,0,"7 Collins turnpike, South Deanfurt",HA3W 6BA,64547999928164022,E00119920,652184677356,2,-7
-7,,0,"Flat 2
Smith ramp, Daviesport",S8 5UN,70804336424356533,E00165469,764031487602,2,2
4,,0,"9 Thomas shoals, North Henryfort",W5 5QN,98051824078508340,E00120039,743399920004,2,3
-3,,0,"0 Carr hills, South Laura",S5 8BL,81840759204384621,E00152597,753016926788,3,-9
-3,,0,"74 Raymond lights, South Elliefurt",GL8 2LY,28903484341078513,E00135728,440836090234,2,-9
5,,0,"Flat 65
Wilkinson fall, Nobleshire",S2K 3NN,92340845495977404,E00153530,665973118083,1,4
-9,,0,"Flat 3
Payne burg, Kellyville",M14 7XT,50546668961555330,E00165379,502570222173,1,-9
-7,,0,"00 Melanie view, Port Danielle",E34 6UH,46054583289958438,E00165450,658787430605,2,-9
7,,0,"Flat 55i
Janet path, Thomasport",G0 9RJ,33946006586178464,E00120164,977791098855,2,1
7,,0,"Studio 36g
Hargreaves grove, Port Jamie",SS4 7HT,45437226198437457,E00142072,293076027690,3,-7
3,,0,"3 Price landing, Williamsport",L44 8QS,44686674641625309,E00165459,629631465227,1,-9
2,,0,"47 Kelly light, New Jennifer",BS9 0WF,62293401212553223,E00037138,236072291924,2,3
-9,,0,"Studio 05
Olivia crossroad, Eileentown",B9W 3ST,86384913635111962,E00135692,880634652038,4,-9
5,,0,"6 Hamilton flat, South Victor",E9T 3YY,82187121840607271,E00165432,656077394115,2,2
2,,0,"452 Stevenson island, East Dianachester",TR26 5EU,12907586779338908,E00164557,856533117050,5,-9
7,,0,"8 Carol orchard, Lake Lydia",SW6H 3NT,55588785373184563,E00152654,240875052088,1,3
7,,0,-9,E55 1SH,41817390132093021,E00165399,884443326089,5,1
2,,0,"8 Brandon hill, South Amytown",M8G 8YQ,40470617816335919,E00152550,911156007400,2,3
3,,0,"51 Gerald spur, Martinchester",B0 2UY,35286875315987779,E00135505,987909002873,2,5
4,,0,"38 Lewis trace, West Sophietown",BS7R 0FH,10910644039934211,E00164522,184357594124,5,-7
6,,0,"328 Barnes springs, Glennside",N9K 8GE,24791736538197743,E00119797,279623534114,1,4
4,,0,"Studio 70v
Campbell island, Howardberg",NE5 1LU,39601788654064987,E00119976,794978447265,1,-7
-7,,0,"4 Murray glen, Burnsberg",G8 5WT,29213792272138477,E00135608,581363025125,5,5
7,,0,"Studio 61O
Moore brook, East Charlottemouth",M61 9XG,35306907518360021,E00119819,804297979105,3,4
3,,0,-9,B2 1TP,14755537578374819,E00165349,157302608811,2,5
-7,,0,"23 Roberts forks, North Craig",M5 2UD,10331314575430817,E00119864,630302163492,1,-7
2,,0,"41 Jeffrey hill, Clarkchester",G24 6ED,93583875068090866,E00142067,297408751578,1,-7
-3,,0,"Studio 31N
Gibbs square, Smithmouth",B5C 8UZ,51963981731152873,E00141254,642718636615,5,-9
1,,0,"Studio 06q
Smith hollow, Lake Brian",E0S 4EE,80292927726325980,E00142043,146667676624,2,3
2,,0,"Studio 5
Fiona streets, Willisport",PL74 9RW,25401677071267169,E00135410,501930628046,5,5
5,,0,"1 Humphries route, Barberport",B20 8RS,89465203048692270,E00163953,193346865277,2,-7
5,,0,"58 Ali corners, New Rachelview",SR11 2NW,51750348199779657,E00164056,533206216927,1,1
1,,0,"Flat 6
Richard mountains, Seanfurt",CF36 2LT,68166643263867808,E00165505,605169349520,5,4
3,,0,"287 Pauline pike, Abigailmouth",B0 6PP,22477980839393815,E00119914,478386879113,5,2
3,,0,"Flat 9
Burns hollow, North Kieranview",M19 5ZJ,57552351242449761,E00135793,553538965657,5,2
5,,0,"89 Bruce burg, Jonathanmouth",RM9E 9QS,90088408649853565,E00142051,225588242889,2,5
-3,,0,"338 Wayne cliff, Lake Brendabury",SG8 2EZ,26674196156830342,E00153631,434741455493,5,-9
5,,0,"497 Gemma route, West Scott",LU4 2AX,36771635987048498,E00164474,679175851735,3,1
-3,,0,"6 Reynolds orchard, Sianbury",DT31 9DD,56849731640381315,E00120094,770341990210,2,5
6,,0,"5 Manning underpass, Lake Heather",S02 3YQ,38631617926245961,E00165592,255127498722,1,5
-7,,0,"Flat 85
Craig isle, Houghtonview",WF5M 0LA,53982949275589995,E00173929,804948982502,2,5
5,,0,"971 Kent mills, New Stephenmouth",W2J 1FT,75237558762081779,E00165556,816420485931,1,2
6,,0,"Flat 3
Fox avenue, Carterburgh",E6 6AL,78917730290239266,E00135595,300286068098,2,5
5,,0,"20 Clifford circle, New Mary",KY94 3NJ,45787028071794371,E00135453,407074562156,3,1
7,,0,"Studio 9
Jeffrey road, Kyleville",SP9 9TP,39803914302256612,E00119874,532667797918,2,2
-9,,0,"20 Harris spur, West Nicole",LA7N 8LN,41216925698793408,E00141228,163077808740,1,-9
-9,,0,"Studio 70h
Shepherd avenue, New Carolyn",N56 9HE,71067908597594864,E00165391,998914007697,4,-9
3,,0,"Flat 96V
Walker path, Lake Clare",G5F 8BQ,44432985989609578,E00173931,104483532595,2,3
6,,0,"Flat 3
Gardner loaf, North Charlotte",L1 0NR,32876404740276934,E00142225,755311954361,2,3
-7,,0,"2 Wells street, Donaldborough",G7A 2DB,78376692267771962,E00169657,929678707504,2,-7
-3,,0,"Flat 25x
Anthony squares, East Tonyberg",S0 3NQ,79009782046479636,E00153472,384344663397,2,1
2,,0,"95 Bell hollow, Tomview",GY32 6AW,62215614107010236,E00135779,266749303332,2,5
4,,0,"Flat 23
Ian isle, Michelleville",WS4 2ZN,91065261385168901,E00037255,611243539884,2,-9
5,,0,"2 Stanley camp, Myersmouth",G37 8RQ,65161231221299389,E00153625,785357656947,4,-7
1,,0,"Flat 7
Stone spur, Jadeberg",TQ7M 7WJ,15381128184595561,E00165473,686814761354,1,1
2,,0,"67 Francesca keys, Phillipsberg",DE9Y 1RL,63605166248709717,E00141264,413486513606,1,-9
4,,0,"Studio 9
Lloyd manor, Philipside",N22 uUW,18037079951148803,E00037402,771051739246,2,-9
-3,,0,"05 Jones streets, Geraldinechester",MK8i 2DQ,40128718648841355,E00120121,697792942639,2,-7
-3,,0,"Studio 15
Ford point, East Elliottview",SE94 3RJ,67746626827255182,E00135729,388018420232,2,4
-3,,0,"180 Diana crossing, Lake Chloeberg",BD8 4JQ,85361208737180737,E00164622,555723230034,2,5
3,,0,"Flat 59
Glen mill, West Julie",OX8 9RG,65199355416286347,E00135623,337770506056,1,5
3,,0,"560 Megan mission, Nelsonton",EH9 3ZA,85616766830166517,E00165453,895072313085,2,-9
-7,,0,"Flat 3
Morton fall, Foxside",BR0A 9YA,16871053038051485,E00135856,719420040811,2,4
4,,0,"39 Leanne fork, East Lisa",L6J 6BJ,77568123570702075,E00152552,670249577339,5,2
4,,0,"162 Lee stravenue, South Damien",-9,23939296846570539,E00135406,733987201135,2,1
-3,,0,"Flat 80
Richardson centers, Cooperchester",DY0W 2QZ,74245838318006034,E00142229,442023755138,2,-7
5,,0,"83 Andrews branch, West Dorothy",AL9E 5TH,57878488491861449,E00164576,990081788559,5,-7
1,,0,"9 Donald harbors, Woodburgh",AB4 5NZ,36715467415269432,E00142070,246209446620,3,4
-9,,0,"75 Fraser roads, Maureenhaven",TW71 5RB,31082014936090463,E00037189,773097515419,2,4
-9,,0,"78 Nelson trail, Charlestown",W4 5ZD,27499676386733459,E00165579,105130957875,2,1
-9,,0,"Studio 01
Brenda trail, Victoriahaven",E10 6WF,26840652060470565,E00165609,97617783713,2,5
7,,0,"8 Mark vista, South Holly",KA9 5EY,37310800892075461,E00037341,73900554867,2,-9
-7,,0,-9,B8C 7BR,78141909280759008,E00163897,141428027996,2,4
3,,0,"Studio 63x
Joanne mountain, New Louise",L8 9LQ,12931219990734960,E00119983,937222859808,1,-7
6,,0,"Studio 20O
Samantha rapids, Sheilaberg",-9,96273935397145115,E00152645,778710961051,4,-9
6,,0,"Studio 7
Stephanie fords, North Julie",G9 6SY,83317633754996034,E00172218,320046297642,1,2
6,,0,"192 Cook locks, East Alan",E9 6AB,36049987586879706,E00169659,39861826474,1,-9
2,,0,"908 Shirley freeway, Wallisberg",W63 2HG,83569471930479285,E00119908,79445203548,2,1
7,,0,"Flat 67r
Ricky landing, Tinaberg",M26 4GJ,58231332566093614,E00142022,656042448845,4,1
-9,,0,"Studio 2
Lewis grove, Ryanshire",LS3 2QH,34966779822769577,E00037400,235706211850,3,-7
-3,,0,"273 Kieran squares, Port Samuel",E5J 7ZP,57966046084501611,E00163904,292950009912,3,-9
-9,,0,"4 Jeffrey mountains, Coxville",L4J 8EW,63093767829514693,E00135476,316573145090,4,-7
4,,0,"017 Nicholas canyon, Port Adrianberg",N0E 7BS,85201015536624942,E00135855,434719108784,2,3
-7,,0,"308 Simon spur, Sandrachester",GY24 5RT,99128793588979954,E00164392,196495656769,5,-9
-9,,0,"3 Noble rapid, Taylorport",NG2V 4SF,61085068336550210,E00135666,940997821327,2,5
2,,0,"06 Vanessa ports, Butlershire",CT0 0LZ,42807393937778915,E00164117,558774833630,1,4
-9,,0,"08 Parsons freeway, Russellview",NG2 9BZ,99071088909436412,E00120165,467284981278,3,5
-3,,0,-9,AL3 8HJ,42055571067915414,E00153633,756660028685,2,4
6,,0,-9,G1K 3AP,38550186118902936,E00169952,668244021039,2,5
4,,0,"609 Hughes ford, Singhton",HP2 5AZ,38583749846010405,E00165421,826734085936,4,-7
4,,0,"Studio 31Q
McKenzie trafficway, Alanborough",B1T 3SU,56548159187790818,E00135641,677488173302,1,4
4,,0,"Studio 98h
Douglas ferry, Joneschester",IP7 3TR,36102050673537580,E00141279,84115482239,3,3
7,,0,"Flat 29r
Gavin wall, East Oliver",G8 2GY,16511645686346535,E00171606,594515530008,2,-9
4,,0,"Studio 85
Judith highway, Lake Marilyn",SR22 9PY,56836377899370907,E00142038,120042869540,2,5
7,,0,"4 Webb walks, Karenview",N5 7QJ,11196843016769174,E00141260,535263549873,4,-9
4,,0,"Flat 2
Kelly spurs, South Mary",N42 5AL,76288781446028874,E00153686,137029642152,4,-9
6,,0,"Studio 2
Kqte junctions, Bennettbury",PO8 3PF,71166742484398860,E00164607,407323331534,5,3
1,,0,"25 Sarah shoal, South Debrabury",S7U 6GS,60685827568398831,E00141190,435259512347,3,3
2,,0,"435 Murphy light, West Amyberg",DD9N 8WS,50620414452095518,E00135668,257544593716,1,2
2,,0,"94 McDonald fords, Alexanderton",EN5 1HL,31929767414278806,E00152511,792559263106,2,-7
3,,0,"Flat 7
Read pass, Kathryntown",WC28 0DJ,44380359778914201,E00164472,500104249816,1,-9
7,,0,"272 Lee estate, Michaelfort",OL3B 2SP,80594992544963999,E00120022,250300089061,2,3
4,,0,"002 Stone pass, North Jay",DH42 2YL,87645016421532725,E00164390,662160155181,1,-9
4,,0,"Flat 85r
Sam well, Port Lindseystad",HA00 1LJ,49836547808194022,E00164574,935142781851,2,3
-9,,0,"Flat 3
Pearce estates, Jeffreychester",S7S 1FY,88760333812206999,E00165596,957844959862,2,-7
3,,0,"6 Taylor street, Taylorhaven",B94 1ZD,19609290327417213,E00164416,180744716708,2,1
-9,,0,"Studio 92
Lynne gateway, Lake Iain",L4B 0QW,75023925653864391,E00119847,567879095944,2,-9
1,,0,"6 Khan groves, Wilsonhaven",HD5M 7RL,54515240990786667,E00135678,955756237354,3,-7
2,,0,"Flat 79k
Daniel motorway, New Brett",L6T 2QU,70015549133508544,E00142052,729413476541,2,5
7,,0,-9,SM66 2GY,52199060266261500,E00165345,626811793580,3,1
3,,0,"Studio 8
Kirsty divide, Jenningsville",L45 8RJ,72792426254600754,E00142055,550939413725,1,4
4,,0,"Flat 97
Adrian hill, Hollandville",S8U 7TH,25965360191297368,E00135790,606476375788,1,-7
-7,,0,"64 Morrison hills, Archerland",PE53 3NT,19224220092599689,E00173931,888445037024,2,-7
5,,0,"72 Tony hills, East Shirley",N7U 4GG,42711833076999709,E00119971,820770684134,5,3
2,,0,"38 Simpson highway, North Rossfort",L3F 9YJ,32339482139427142,E00120175,160083621889,3,-9
-3,,0,"351 Roger cape, Jenningshaven",B6D 1LP,51691975842697143,E00165446,199702943174,2,1
6,,0,"Studio 5
Russell heights, Laurachester",DN9 2GG,87157680381609841,E00119936,516911179989,2,-7
6,,0,"502 Mason mount, Wilsonborough",S36 9AW,52763662226228362,E00135506,329848897032,2,-7
2,,0,"Studio 39Q
Frances flat, Joneschester",PH1 5RN,65646499445868767,E00142274,490804996282,1,3
1,,0,"428 Fraser walks, Joelville",G35 6XX,60530858447422821,E00135486,86130649644,2,2
6,,0,"59 Dean lock, New Mollyburgh",M1N 0UX,32644346674657671,E00153680,455811595893,2,-7
-9,,0,"32 Cameron corners, Karlfort",KY50 7EH,14545133922851806,E00163898,584324003682,1,3
2,,0,"28 Watson landing, Timothyhaven",B8F 1RP,15690213724242546,E00152648,191929454869,2,2
5,,0,"1 Jake union, New Diana",ML0 2DD,53645554348601870,E00171435,346257111343,1,4
-7,,0,"3 Hall passage, West Jeanhaven",M8J 7LS,63936890190883720,E00171594,820554704079,2,5
1,,0,"435 James trace, Lake Bethberg",DE5X 2LF,67179374578127291,E00164482,87295191456,1,3
5,,0,"772 Ruth manors, Cameronview",HP1 7XY,20715808731711067,E00135677,547619959684,1,3
-7,,0,"396 Luke centers, Ryanstad",L6 5NL,30769259405671245,E00153684,192104295115,2,5
-9,,0,"7 Susan ramp, East Lorrainebury",HX0B 1ZQ,58514504403257390,E00135465,62481046864,1,4
7,,0,-9,TW85 0PL,36167930692148654,E00119783,260020822268,2,3
-3,,0,"Flat 8
Geoffrey pike, Fisherchester",AL0 2QB,94892479867131254,E00152587,655102038821,2,-9
-7,,0,"Flat 28
Terry throughway, North Dale",G7 1DB,66830635431236476,E00165523,987622127002,2,2
-7,,0,"Studio 66k
Stephanie common, Port Garyview",B1 0XX,80992896346927089,E00135664,921785285494,2,-7
7,,0,"Studio 5
Shaun inlet, Crawfordton",TA83 0ZX,10612152364236213,E00165596,926268318506,1,-7
6,,0,"4 Julie crossroad, Mathewside",E9K 8BE,73052060413606499,E00037287,275981825442,1,-9
5,,0,-9,TF2X 1NT,43275390599880273,E00135600,536518771369,1,4
3,,0,"31 Davies village, Wardstad",FK01 0EY,72448824515030831,E00165539,806760684775,2,-9
7,,0,"8 Vincent drive, North Irene",NN56 6AH,43704156922598882,E00164002,233528267547,4,1
2,,0,"132 Harrison plaza, Port Josephine",S8 4TF,47673553126112203,E00135752,718360940408,1,2
5,,0,-9,BD8V 9ZW,46134190337885570,E00119951,446270103017,5,1
4,,0,-9,SS90 5BD,77071352480894007,E00164596,679525863910,2,2
4,,0,"235 Robinson landing, Port Colinstad",NW7W 8RZ,67109637598296974,E00164056,67510816884,5,1
1,,0,"75 Patricia avenue, Griffithsview",M2H 5NU,79047637706707045,E00135631,166317141514,2,1
2,,0,"Studio 85
Toby causeway, North Dylan",G7 9Bp,44803416184798697,E00164401,323080287419,2,5
7,,0,"621 Jones villages, Lake Ben",W35 0RJ,33095759380191012,E00119926,558387199497,1,-9
-9,,0,"Studio 6
Lindsey unions, Port Shannon",L4 4ZE,68872120008981779,E00135714,286331413947,2,2
1,,0,"0 Charlene inlet, Webbview",W87 0SP,28440329083982171,E00135808,169597402423,3,1
5,,0,"3 Craig coves, East Lesley",PR6Y 9UD,66680332992139306,E00152631,853035994508,2,2
5,,0,-9,B1B 4NG,97190882765007863,E00165454,991985900111,5,1
-3,,0,"73 Johnson point, New Lynne",W2G 9YX,10469034195335296,E00152564,338625074799,3,3
7,,0,"25 Clark circle, East Alexanderchester",W68 7XB,67039819419837980,E00120139,887475665556,2,4
-3,,0,"Studio 91
Mellor pike, Lake Davidmouth",N6T 4RZ,11463918631608946,E00169650,709051417713,2,2
6,,0,"Flat 12
Julia burgs, Lindseychester",E4W 0JX,16832137180932642,E00119857,649415476549,1,1
-3,,0,"Flat 09
Eric court, Lindaberg",N32 6ET,66797019709415482,E00120126,468618842008,2,-9
3,,0,"Flat 0
Jamie road, East Beverleyside",W6 0ST,39212660750554036,E00165387,624261643660,2,1
4,,0,"8 Dorothy road, Lake Gavinborough",W3A 4XX,15449880699413726,E00169665,297754891322,5,4
-3,,0,"Studio 5
Oliver drive, West Toby",B4J 7SB,74624283442768321,E00135747,526002304965,2,1
1,,0,"Studio 41U
Jean court, Hancockfurt",S6 4BJ,82759684999336294,E00135542,314442119148,1,2
1,,0,"635 Harrison estate, Henryhaven",E2T 1NE,50300206950487631,E00171587,140403121441,3,3
4,,0,"6 Lisa squares, Leeview",IM2W 5WQ,13673994538444400,E00135723,610003506721,4,5
-7,,0,"Studio 85X
Jones springs, Port Howard",KT6Y 8RP,35042516962538614,E00119903,260383237142,2,2
7,,0,"Studio 68z
Cooper fosk, Port Lucy",RM38 0LZ,97948165354250395,E00037391,482316744308,1,2
1,,0,"Studio 8
Finch square, Katybury",LL4P 5BW,79617546477827550,E00119947,14771910924,2,2
4,,0,"26 Parkin cape, North Scottview",PE9B 6BR,63591378537637009,E00169658,750843562349,1,-9
6,,0,"0 Dale forest, Jasonton",L7 5BY,63496450843020350,E00135624,923509818591,3,1
1,,0,"19 Brown inlet, Harveyview",L9T 8UH,23020879024965577,E00120068,74244853340,5,1
2,,0,"6 Carter hollow, Philipbury",SL76 5NB,85201599953634998,E00142015,226742445503,2,4
6,,0,"Flat 77
Georgina via, North Richard",B18 6RE,94812499011556379,E00135453,348914941752,2,3
-9,,0,"Studio 91
Elliott meadow, Paulburgh",E2U 0LH,34044263390368697,E00153535,280428131909,2,-9
2,,0,"Flat 00S
Turner dam, North Craig",W58 0EZ,83030897776021577,E00120149,502637030841,1,2
4,,0,"96 Lorraine village, North Patrickville",LS4 9GS,56794590746025850,E00152596,818471022096,4,-7
6,,0,"14 Young mission, North Jay",CF3N 1EH,75273507600871460,E00164497,573429169306,2,5
6,,0,"Flat 71
Owens isle, Johnstonhaven",y3 8FH,38019306846342296,E00135747,163065375799,2,-7
5,,0,"Studio 29
Judith path, Bartlettbury",-9,47077328293931167,E00171025,851265519490,3,3
3,,0,"Flat 02
Hollie path, West Tinahaven",SN9 4EX,94552684619892977,E00164552,453582787365,1,3
-3,,0,"3 Kerry extensions, Daviesstad",E48 0EX,84483205942717687,E00037399,968844018515,5,1
1,,0,"Studio 72
Tina street, Cameronbury",EN5R 6ZR,19644434345548126,E00135532,801543416939,2,-7
3,,0,"Studio 69
Beverley ford, East William",CO4 7BW,75131511175053748,E00135464,490996170664,2,3
7,,0,"Flat 34M
Oliver island, Samueltown",N93 9TQ,66156197188893764,E00135459,168270129347,2,3
-3,,0,"Flat 0
White circles, Hayleymouth",L6 7DP,45469736004650863,E00163860,850872432204,1,5
4,,0,"018 Foster inlet, East Molly",E8H 6JR,55722133156027661,E00135667,947138671494,2,3
7,,0,"Studio 0
Damian estate, North Tonyland",SS1E 3TU,78788082454645301,E00142043,588451290036,2,1
-3,,0,"968 Barry fort, Griffithsfurt",DD1 5QH,33344420679721332,E00135511,928956557506,2,1
-9,,0,"64 Denise walk, Gemmaland",DT1A 8TN,19452157306046697,E00142042,995890083074,1,4
3,,0,"922 Wright street, East Johnland",TW8R 8ZP,91099028809833126,E00135763,563685426950,1,2
1,,0,"543 Marc pine, Smithmouth",WA31 9BZ,42436098506851355,E00135486,354228609185,2,3
-7,,0,"Flat 62
Kimberley fall, Joanneville",BB3A 5BA,38306643307204790,E00170114,134053226908,2,-9
1,,0,"11 Stewart avenue, Kennethmouth",W8 3ZH,80504402305776426,E00135558,623951041786,1,5
-9,,0,"6 Carole trafficway, East Marilynport",EX77 5HQ,60065978826504729,E00152507,866423528205,2,-9
5,,0,-9,L8 6JH,50574035033206340,E00135806,215802685370,1,3
7,,0,"Flat 25
Allen views, East Marcburgh",B6G 8DE,47083632367759097,E00152634,595845482847,5,1
-7,,0,"Flat 46V
Hope rest, Shirleyland",M3C 0NL,62861389762449900,E00119898,506054974984,1,3
-3,,0,"26 Bray bypass, Normanview",M92 6ZN,27587884962892993,E00165417,411251079298,2,-7
1,,0,"24 Marsh curve, Thomasmouth",SE2 9BH,25283399062158269,E00135400,133681000137,5,2
1,,0,"314 Carey well, Julieview",N59 4PU,40796192492176140,E00135464,154218225586,1,2
4,,0,"71 Dominic fields, Port Melissaport",N04 2JZ,12150354286955612,E00120115,871138908305,4,-7
1,,0,"Flat 6
Natalie view, Port Antony",M2 5LN,65186103569174463,E00037354,937242381589,5,1
2,,0,"1 Begum brooks, West Rachaelfort",SP7X 9LT,24602012268124495,E00152538,401410170885,4,-9
-3,,0,"Flat 3
Darren rest, Ballborough",S0 3XL,77229128821129435,E00135835,636280856454,2,1
-7,,0,"0 Debra inlet, West Marilyn",-9,45047755665696136,E00141265,642319094653,2,4
5,,0,-9,LE12 0ES,38082810760866423,E00120004,218564409200,1,-9
-9,,0,"397 Cook lane, Port Barbaraland",ML16 5LL,94243466582968391,E00164561,141539499356,2,-7
5,,0,"75 Paula square, West Terencebury",LE8 0EH,53318768581368870,E00164067,529865651972,3,1
3,,0,"Flat 99
Leslie centers, Kathrynstad",-9,43068240015577583,E00152634,231072152119,2,2
2,,0,"874 Jordan lodge, Lake Nathanland",TF09 5YZ,57034081681867910,E00165601,185245544054,2,-9
1,,0,"8 Shah center, New Paige",WN0 0DL,87228873275989869,E00165340,821791175791,1,2
5,,0,-9,N1D 0GQ,17655329584127160,E00164629,478091301667,2,-9
2,,0,"946 Joe ridge, North Gavinstad",M8 4HB,23630048085661317,E00164542,852478802624,1,3
1,,0,"Flat 66c
Josephine canyon, Smithhaven",L01 2QW,81986950331402013,E00164521,808703279440,1,2
7,,0,"71 Carey alley, Mohammedborough",N5D 6WE,14668464601739996,E00164550,440003881081,4,1
7,,0,"99 Bell forges, JoCesport",G8 1ER,18340585938301284,E00165663,603187824009,3,5
6,,0,"Flat 5
Lorraine port, Robertside",S0 7HD,19958836804529830,E00119908,778114634993,3,2
6,,0,"693 Cooper wall, Lake Justinchester",BN2Y 9DL,22862971823664613,E00119976,347382583084,2,4
2,,0,"Studio 76
Jake shores, East Adamstad",E58 5UR,59242311243395380,E00135596,150100746093,5,3
-9,,0,"1 Bruce wells, New Norman",PE1 7QL,37032024090331121,E00164119,569654117195,2,2
